,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_8_TEXT,Q2,Q3,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q6_6_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q19_12_TEXT,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Any Questions? ,Q3 - Topics,Q3 - Parent Topics,Q3 - Topic Hierarchy Level 1
33,2024-11-06 05:58:39,2024-11-06 06:03:35,IP Address,172.225.26.11,100,295,True,2024-11-06 06:03:36.198000,R_2MM2axbQXW12GbI,,,,,47.3682,8.5671,anonymous,EN,Europe,,Female,21,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,Most people around me were getting vaccinated.,It was recommended by health professionals.,I wanted to be able to travel.,other",preventing the spread of covid-19 (not preventing contracting it myself),immediatly,5,,,Neither agree nor disagree,Somewhat willing,1,3,5,2,6,4,7,8,,Unknown,,
34,2024-11-06 05:56:59,2024-11-06 06:04:01,IP Address,1.202.123.107,100,421,True,2024-11-06 06:04:01.574000,R_2TE2a45A1UgX2BH,,,,,39.911,116.395,anonymous,EN,Asia,,Female,23,Master's Degree,,Business/Finance,,Prefer not say,,Suburban / Town,Asia,Not sure,No,Moderately important,"Yes, I believe they are generally safe",5,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,Most people around me were getting vaccinated.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Somewhat agree,Somewhat unwilling,1,4,5,2,3,6,8,7,,Unknown,,
35,2024-11-06 05:59:22,2024-11-06 06:04:47,IP Address,120.236.231.6,100,324,True,2024-11-06 06:04:48.349000,R_45JXa25zAqA1x6x,,,,,34.7732,113.722,anonymous,EN,Asia,,Female,22,Master's Degree,,Business/Finance,,Other,no,Suburban / Town,Asia,Not sure,No,Moderately important,I am unsure,2,"yes, positive after vaccination","Yes, fully vaccinated",I believed the vaccine would be effective in preventing illness.,,after a while,3,,,Somewhat disagree,Somewhat willing,2,1,5,4,3,6,8,7,"If reminding me of the left time to finish, that would be better",Unknown,,
36,2024-11-06 06:01:33,2024-11-06 06:04:52,IP Address,120.244.141.131,100,198,True,2024-11-06 06:04:53.194000,R_4LjMVUTNnViay4x,,,,,39.911,116.395,anonymous,EN,Asia,,Female,23,Master's Degree,,Business/Finance,,Buddihism,,Urban / City,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,Very important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated",It was recommended by health professionals.,,immediatly,3,,,Strongly agree,Neither willing nor unwilling,2,3,1,4,5,6,7,8,,Unknown,,
37,2024-11-06 06:02:11,2024-11-06 06:05:08,IP Address,178.192.150.177,100,177,True,2024-11-06 06:05:08.571000,R_2QnOXdw4CVUUUWY,,,,,47.3878,8.3813,anonymous,EN,Europe,,Male,21,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Rural / Countryside,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,Definitely yes,3,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.",,immediatly,3,,,Strongly disagree,Strongly willing,3,4,6,1,5,7,2,8,,Unknown,,
38,2024-11-06 06:01:38,2024-11-06 06:05:53,IP Address,81.28.13.148,100,254,True,2024-11-06 06:05:54.519000,R_4hRr33B9gHymyt1,,,,,1.3552,103.8859,anonymous,EN,Asia,,Male,23,Some College,,"Social Sciences (Psychology, Sociology)",,Other,Science ,Suburban / Town,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,Moderately important,It depends on the vaccine,2,"yes, positive after vaccination","Yes, partially vaccinated","I was required to by authorities (e.g., parents, government, employer).",,immediatly,1,,,Somewhat agree,Somewhat willing,1,6,5,2,3,4,7,8,,Unknown,,
39,2024-11-06 06:06:23,2024-11-06 06:09:39,IP Address,213.55.240.187,100,195,True,2024-11-06 06:09:39.740000,R_8JLtNReRTdI5XZ3,,,,,47.3952,8.4925,anonymous,EN,Asia,,Female,26,Master's Degree,,"Social Sciences (Psychology, Sociology)",,Other,,Urban / City,Asia,Not sure,No,Slightly important,"No, I believe they are generally unsafe",1,"yes, positive after vaccination","Yes, fully vaccinated","I was required to by authorities (e.g., parents, government, employer).",,after a while,3,,,Neither agree nor disagree,Strongly unwilling,1,8,5,3,2,4,7,6,,Unknown,,
40,2024-11-06 06:06:46,2024-11-06 06:10:56,IP Address,62.12.167.66,100,249,True,2024-11-06 06:10:56.670000,R_2xFaj5Xzq94T6up,,,,,47.3712,8.4789,anonymous,EN,Asia,,Female,24,Master's Degree,,Business/Finance,,Prefer not say,,Urban / City,Asia,Not sure,No,Moderately important,I am unsure,3,"yes, positive after vaccination","Yes, fully vaccinated","I was required to by authorities (e.g., parents, government, employer).",,immediatly,1,,,Neither agree nor disagree,Somewhat willing,1,3,7,5,4,6,2,8,,Unknown,,
41,2024-11-06 06:05:43,2024-11-06 06:14:32,IP Address,160.16.205.45,100,528,True,2024-11-06 06:14:32.886000,R_4Qhi5z2XqKQheKK,,,,,35.6887,139.745,anonymous,EN,Asia,,Female,21,Some College,,"Social Sciences (Psychology, Sociology)",,Other,,Suburban / Town,Asia,"mRNA (e.g., Pfizer, Moderna),Not sure",No,Extremely important,I am unsure,2,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,Most people around me were getting vaccinated.,It was recommended by health professionals.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,4,,,Somewhat disagree,Somewhat willing,1,8,4,7,6,3,2,5,,Unknown,,
42,2024-11-06 06:08:47,2024-11-06 06:16:05,IP Address,106.121.81.137,100,437,True,2024-11-06 06:16:06.821000,R_4gSImLUBkMPwUVI,,,,,34.7732,113.722,anonymous,EN,Asia,,Male,22,PhD,,Engineering/Technology,,Atheists,,Suburban / Town,Asia,"mRNA (e.g., Pfizer, Moderna),Inactivated virus (e.g., Sinovac, Sinopharm)",No,Very important,"Yes, I believe they are generally safe",1,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Neither agree nor disagree,Somewhat willing,3,1,7,2,6,5,4,8,,Unknown,,
43,2024-11-06 06:12:12,2024-11-06 06:17:35,IP Address,183.172.18.232,100,323,True,2024-11-06 06:17:36.771000,R_4V1REvcvoDCiKml,,,,,34.7732,113.722,anonymous,EN,Asia,,Female,22,Bachelor's Degree,,Engineering/Technology,,Atheists,,Suburban / Town,Asia,Not sure,No,Very important,It depends on the vaccine,2,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,Most people around me were getting vaccinated.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Somewhat agree,Somewhat unwilling,1,5,6,2,4,3,7,8,,Unknown,,
44,2024-11-06 06:27:27,2024-11-06 06:31:45,IP Address,195.176.112.227,100,257,True,2024-11-06 06:31:45.727000,R_2X6Z7PWVuudHU0Y,,,,,47.3989,8.4965,anonymous,EN,Europe,,Female,20,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",2,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,I live with or regularly interact with people in high-risk groups.",,immediatly,3,,,Somewhat disagree,Neither willing nor unwilling,2,5,7,3,6,1,4,8,,Unknown,,
45,2024-11-06 06:26:49,2024-11-06 06:33:02,IP Address,194.230.148.164,100,373,True,2024-11-06 06:33:03.530000,R_2C7a47Avl3jmtrf,,,,,47.4243,8.5318,anonymous,EN,Asia,,Female,24,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Other,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",No,Very important,It depends on the vaccine,3,Never tested positive,"Yes, fully vaccinated",I wanted to return to normal activities.,,after a while,5,,,Neither agree nor disagree,Somewhat willing,1,5,2,4,3,6,7,8,,Unknown,,
46,2024-11-06 06:34:40,2024-11-06 06:38:21,IP Address,85.4.65.90,100,220,True,2024-11-06 06:38:22.034000,R_2zbVjVkVqFfaUYd,,,,,47.0634,8.3012,anonymous,EN,Europe,,Male,23,High School or Equivalent,,"Sciences (Biology, Chemistry, Physics)",,Other,,Rural / Countryside,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",3,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,It was recommended by health professionals.,I wanted to be able to travel.",,immediatly,4,,,Neither agree nor disagree,Somewhat willing,2,1,3,5,4,8,6,7,,Unknown,,
47,2024-11-06 06:41:18,2024-11-06 06:43:42,IP Address,195.176.112.222,100,143,True,2024-11-06 06:43:43.026000,R_2fdC3ftnwHUZSXQ,,,,,47.3989,8.4965,anonymous,EN,Asia,,Female,,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Moderately important,It depends on the vaccine,2,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,I am in a high-risk group.",,after a while,4,,,Somewhat agree,Neither willing nor unwilling,1,3,2,4,5,6,7,8,,,,
48,2024-11-06 06:40:35,2024-11-06 06:44:16,IP Address,31.10.135.89,100,221,True,2024-11-06 06:44:17.040000,R_2Ceeb2flGng0Vxk,,,,,47.4663,8.3471,anonymous,EN,Europe,,Female,33,Master's Degree,,Engineering/Technology,,Christianity,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,Definitely yes,3,Never tested positive,"Yes, fully vaccinated",I believed the vaccine would be effective in preventing illness.,,immediatly,4,,,Strongly disagree,Strongly willing,3,4,7,8,1,6,2,5,,Unknown,,
49,2024-11-06 06:43:45,2024-11-06 06:46:25,IP Address,213.55.185.234,100,160,True,2024-11-06 06:46:26.211000,R_8DTQa8HKDm0m1J6,,,,,47.4095,8.5514,anonymous,EN,Europe,,Male,23,Master's Degree,,Engineering/Technology,,Christianity,,Urban / City,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Extremely important,"Yes, I believe they are generally safe",4,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,I live with or regularly interact with people in high-risk groups.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,2,,,Somewhat agree,Somewhat willing,2,4,1,7,3,5,6,8,,Unknown,,
50,2024-11-06 06:36:59,2024-11-06 06:46:50,IP Address,223.104.7.82,100,590,True,2024-11-06 06:46:50.907000,R_4JPC7nbBgoLPidz,,,,,39.1488,117.1762,anonymous,EN,Asia,,Female,25,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Prefer not say,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",Yes,Very important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated","It was recommended by health professionals.,I was required to by authorities (e.g., parents, government, employer).",,after a while,2,,,Somewhat disagree,Neither willing nor unwilling,2,7,6,3,1,5,4,8,,Unknown,,
51,2024-11-06 06:55:28,2024-11-06 07:00:27,IP Address,195.176.112.121,100,299,True,2024-11-06 07:00:28.283000,R_88nqoYZ1Bz220xz,,,,,47.3989,8.4965,anonymous,EN,Asia,,Female,23,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,,,Suburban / Town,Asia,Not sure,Yes,Very important,"Yes, I believe they are generally safe",5,"yes, positive after vaccination","Yes, fully vaccinated",I believed the vaccine would be effective in preventing illness.,,immediatly,4,,,Somewhat agree,Somewhat unwilling,1,2,7,4,5,3,6,8,,Unknown,,
52,2024-11-06 05:43:23,2024-11-06 07:01:44,IP Address,195.176.112.185,100,4701,True,2024-11-06 07:01:45.348000,R_2wMlHrOxYX9qMuO,,,,,47.3989,8.4965,anonymous,EN,Europe,,Male,24,Bachelor's Degree,,Other,,Atheists,,Rural / Countryside,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",3,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,after a while,4,,,Somewhat disagree,Somewhat willing,1,4,3,2,5,7,6,8,,Unknown,,
53,2024-11-06 07:01:00,2024-11-06 07:02:59,IP Address,195.176.112.74,100,119,True,2024-11-06 07:03:00.278000,R_241m58f3E71dju5,,,,,47.3989,8.4965,anonymous,EN,Asia,,Female,4,Master's Degree,,Business/Finance,,,,Urban / City,Asia,Not sure,No,Very important,It depends on the vaccine,4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,5,,,Somewhat disagree,Somewhat unwilling,3,1,5,6,2,4,7,8,,Unknown,,
54,2024-11-06 07:03:38,2024-11-06 07:09:12,IP Address,77.245.23.252,100,333,True,2024-11-06 07:09:12.850000,R_222NVcOESX378F1,,,,,47.3826,8.6585,anonymous,EN,Europe,,Male,45,PhD,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Rural / Countryside,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Very important,"Yes, I believe they are generally safe",4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to be able to travel.",,after a while,3,,,Somewhat disagree,Strongly willing,3,4,2,5,1,6,8,7,,Unknown,,
55,2024-11-06 07:05:36,2024-11-06 07:10:10,IP Address,194.230.147.170,100,273,True,2024-11-06 07:10:10.901000,R_814BEe53iWQC2al,,,,,46.9447,7.4651,anonymous,EN,Asia,,Male,36,PhD,,"Sciences (Biology, Chemistry, Physics)",,,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",Yes,Slightly important,I am unsure,2,"yes, positive after vaccination","Yes, fully vaccinated","I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Strongly disagree,Neither willing nor unwilling,1,2,4,3,6,5,7,8,,Unknown,,
56,2024-11-06 06:19:31,2024-11-06 07:13:52,IP Address,195.176.112.48,100,3261,True,2024-11-06 07:13:53.317000,R_8lyvEoFPAy3aKdg,,,,,47.3989,8.4965,anonymous,EN,Asia,,Male,26,Master's Degree,,Other,,Atheists,,Urban / City,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,Extremely important,It depends on the vaccine,4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,It was recommended by health professionals.",,immediatly,4,,,Neither agree nor disagree,Strongly willing,3,1,4,5,6,2,7,8,"It’s not clear in the following questions description which vaccine the question is referring to after choosing the vaccine one took. This is important because I had different impressions of effectiveness on different vaccines. In addition, whether one was infected with or without vaccination depends on the time the person received the vaccine and got infected. I also feel like some questions multiple choices apply but this is not made possible nor clear from the question in what aspects one should narrow his choice.",Unknown,,
57,2024-11-06 07:14:04,2024-11-06 07:18:32,IP Address,134.58.253.20,100,267,True,2024-11-06 07:18:32.888000,R_2MwWUaxcY6VEWS5,,,,,50.8758,4.7027,anonymous,EN,Asia,,Male,30,Master's Degree,,Business/Finance,,,,Urban / City,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,Moderately important,I am unsure,4,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Strongly agree,Strongly unwilling,3,1,4,2,5,6,7,8,,Unknown,,
58,2024-11-06 07:12:16,2024-11-06 07:20:59,IP Address,84.75.0.31,100,523,True,2024-11-06 07:21:00.244000,R_8VdggcXy9AZIwk9,,,,,47.3838,8.1787,anonymous,EN,Europe,,Female,22,Some College,,"Sciences (Biology, Chemistry, Physics)",,,,Rural / Countryside,Switzerland,No available vaccine,Yes,Very important,"Yes, I believe they are generally safe",5,"yes, positive without vaccination","No, not vaccinated",,,,,Other,There wasn’t enough research done whether i am allergic or not,Somewhat disagree,Somewhat willing,1,7,4,3,2,8,6,5,,Unknown,,
59,2024-11-06 07:17:07,2024-11-06 07:23:37,IP Address,195.176.112.7,100,389,True,2024-11-06 07:23:37.643000,R_8vJK8EPYgVnCktr,,,,,47.3989,8.4965,anonymous,EN,Asia,,Male,23,Bachelor's Degree,,Engineering/Technology,,,,Rural / Countryside,Asia,"mRNA (e.g., Pfizer, Moderna)",No,Very important,"Yes, I believe they are generally safe",2,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,Most people around me were getting vaccinated.",,after a while,4,,,Somewhat agree,Somewhat willing,1,4,5,3,6,2,7,8,,Unknown,,
60,2024-11-06 07:02:24,2024-11-06 07:27:03,IP Address,195.176.112.42,100,1479,True,2024-11-06 07:27:04.360000,R_2PmFUyYAT5b0mav,,,,,47.3989,8.4965,anonymous,EN,Europe,,Female,22,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",Yes,Very important,"Yes, I believe they are generally safe",4,"yes, positive before vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,other",I believe that the vaccine is effective in narrow the effects of the virus and the severity of symtomd,after a while,3,,,Somewhat agree,Strongly willing,1,5,3,2,6,4,7,8,,Unknown,,
61,2024-11-06 06:50:08,2024-11-06 07:28:40,IP Address,109.202.243.12,100,2311,True,2024-11-06 07:28:40.874000,R_2wP1RurzAthNSKJ,,,,,51.4828,-0.1371,anonymous,EN,Asia,,Female,24,Master's Degree,,Arts/Humanities,,Other,nonononnohahahahahahaxx,Urban / City,Asia,Not sure,No,Very important,"Yes, I believe they are generally safe",3,"yes, positive before vaccination","Yes, fully vaccinated",I believed the vaccine would be effective in preventing illness.,,after a while,2,,,Neither agree nor disagree,Neither willing nor unwilling,2,1,5,3,8,4,7,6,love you ,Unknown,,
62,2024-11-06 07:26:12,2024-11-06 07:31:20,IP Address,194.230.148.28,100,308,True,2024-11-06 07:31:21.384000,R_2ooR69nFma9J7Hk,,,,,47.4243,8.5318,anonymous,EN,Asia,,Male,24,Bachelor's Degree,,Engineering/Technology,,Christianity,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Extremely important,Definitely yes,3,"yes, positive after vaccination","Yes, fully vaccinated","It was recommended by health professionals.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Somewhat agree,Somewhat willing,6,3,2,5,1,4,7,8,,Unknown,,
63,2024-11-06 07:10:18,2024-11-06 07:32:07,IP Address,101.5.207.231,100,1309,True,2024-11-06 07:32:08.798000,R_40xHUs1EFwvcSwF,,,,,34.7732,113.722,anonymous,EN,Asia,,Male,23,PhD,,Engineering/Technology,,,,Suburban / Town,Asia,"mRNA (e.g., Pfizer, Moderna)",No,Very important,It depends on the vaccine,4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,It was recommended by health professionals.",,immediatly,5,,,Somewhat disagree,Somewhat willing,3,1,4,6,2,5,7,8,,Unknown,,
64,2024-11-06 07:26:11,2024-11-06 07:36:35,IP Address,178.197.219.227,100,624,True,2024-11-06 07:36:36.556000,R_2tg5pnvDdQokTgW,,,,,47.3952,8.4925,anonymous,EN,Europe,,Male,19,Some College,,Engineering/Technology,,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,Most people around me were getting vaccinated.,I am in a high-risk group.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,4,,,Strongly disagree,Strongly willing,1,5,4,6,7,8,2,3,,Unknown,,
