,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_8_TEXT,Q2,Q3,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q6_6_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q19_12_TEXT,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Any Questions? ,Q3 - Topics,Q3 - Parent Topics,Q3 - Topic Hierarchy Level 1
98,2024-11-06 05:55:45,2024-11-06 05:57:14,IP Address,176.2.128.30,44,89,False,2024-11-13 05:57:17.825000,R_2xGiC1ELxGMbOO2,,,,,,,anonymous,EN,Asia,,Male,24,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Urban / City,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna)",No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
99,2024-11-06 06:14:21,2024-11-06 06:16:00,IP Address,194.230.148.20,44,98,False,2024-11-13 06:16:01.157000,R_8Yll1oYCdUuSSQ5,,,,,,,anonymous,EN,Asia,,Female,25,Master's Degree,,Business/Finance,,Other,no,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
100,2024-11-06 06:19:23,2024-11-06 06:21:17,IP Address,36.112.176.83,44,113,False,2024-11-13 06:21:17.949000,R_2WaqSvgeG3Pexpv,,,,,,,anonymous,EN,Asia,,Female,24,Bachelor's Degree,,Engineering/Technology,,Prefer not say,,Urban / City,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
101,2024-11-06 06:39:15,2024-11-06 06:41:39,IP Address,82.150.96.2,64,143,False,2024-11-13 06:41:40.307000,R_2oKNekcgFepnqbD,,,,,,,anonymous,EN,Asia,,Female,31,PhD,,Engineering/Technology,,Other,Irreligion,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Very important,"Yes, I believe they are generally safe",2,Never tested positive,"Yes, fully vaccinated",,,,,,,,,,,,,,,,,,Unknown,,
102,2024-11-06 06:49:38,2024-11-06 06:55:22,IP Address,195.176.112.144,92,343,False,2024-11-13 06:55:29.147000,R_2XaghPsZ7dBcekj,,,,,,,anonymous,EN,Europe,,Male,23,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson),Not sure",No,Very important,"Yes, I believe they are generally safe",4,Prefer not to say,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Somewhat disagree,Strongly willing,1,2,3,5,6,7,8,4,,Unknown,,
103,2024-11-06 07:21:33,2024-11-06 07:22:56,IP Address,223.104.38.146,44,82,False,2024-11-13 07:22:59.112000,R_4mWMZTMgs3u9SQb,,,,,,,anonymous,EN,Asia,,Female,24,Bachelor's Degree,,"Social Sciences (Psychology, Sociology)",,,,Urban / City,Asia,Not sure,No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
104,2024-11-06 07:30:50,2024-11-06 07:33:05,IP Address,183.172.159.36,80,135,False,2024-11-13 07:33:09.388000,R_4TyHAoIiPAkA0wE,,,,,,,anonymous,EN,Asia,,Female,21,Some College,,Arts/Humanities,,,,Urban / City,Asia,Not sure,No,Extremely important,It depends on the vaccine,3,"yes, positive after vaccination","No, not vaccinated",,,,,,,,,,,,,,,,,,Unknown,,
105,2024-11-06 07:53:45,2024-11-06 07:54:53,IP Address,46.126.19.40,44,67,False,2024-11-13 07:54:57.617000,R_2nBoJZ760TUTbcz,,,,,,,anonymous,EN,Asia,,Male,38,Master's Degree,,Engineering/Technology,,,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
106,2024-11-06 07:51:35,2024-11-06 07:56:17,IP Address,194.230.160.42,92,281,False,2024-11-13 07:56:18.085000,R_8f6xmhy07kn7rYL,,,,,,,anonymous,EN,Europe,,Male,21,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,Christianity,,Suburban / Town,Switzerland,Not sure,No,Slightly important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated",I wanted to return to normal activities.,,immediatly,3,,,Neither agree nor disagree,Somewhat willing,1,2,8,6,5,4,3,7,,Unknown,,
107,2024-11-06 08:21:36,2024-11-06 08:22:42,IP Address,46.126.192.135,44,66,False,2024-11-13 08:22:43.706000,R_2XjGlPcqm3C7rWk,,,,,,,anonymous,EN,Asia,,Male,24,Master's Degree,,Engineering/Technology,,,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
108,2024-11-06 08:41:59,2024-11-06 08:43:50,IP Address,31.164.77.161,64,111,False,2024-11-13 08:43:53.121000,R_237WCjeeUO3MTRu,,,,,,,anonymous,EN,Asia,,Female,24,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",No,Very important,I am unsure,4,"yes, positive before vaccination","Yes, fully vaccinated",,,,,,,,,,,,,,,,,,Unknown,,
109,2024-11-06 09:25:38,2024-11-06 09:28:17,IP Address,139.162.58.152,64,158,False,2024-11-13 09:28:18.025000,R_4mn1Qpbj8NyCqgr,,,,,,,anonymous,EN,Asia,,Female,24,Bachelor's Degree,,Business/Finance,,,,Urban / City,Asia,"Inactivated virus (e.g., Sinovac, Sinopharm)",No,Moderately important,It depends on the vaccine,3,"yes, positive after vaccination","Yes, fully vaccinated",,,,,,,,,,,,,,,,,,Unknown,,
110,2024-11-06 11:20:58,2024-11-06 11:22:52,IP Address,101.5.176.154,44,113,False,2024-11-13 11:22:57.858000,R_4p3BLMWWqXBYo2L,,,,,,,anonymous,EN,Other,,Male,24,Master's Degree,,Engineering/Technology,,,,Rural / Countryside,Asia,Not sure,No,,,,,,,,,,,,,,,,,,,,,,,Unknown,,
111,2024-11-06 15:46:57,2024-11-06 15:51:39,IP Address,62.12.131.38,92,281,False,2024-11-13 15:51:43.192000,R_85WstA62CcIefmd,,,,,,,anonymous,EN,Asia,,Male,24,Bachelor's Degree,,"Social Sciences (Psychology, Sociology)",,Buddihism,,Urban / City,Asia,No available vaccine,Yes,Moderately important,I am unsure,5,"yes, positive without vaccination","No, not vaccinated",,,,,"Concerns about potential side effects.,Conflicting information from various sources made it hard to decide.,Doubts about the vaccine’s effectiveness.",,Somewhat agree,Strongly unwilling,1,6,3,2,4,5,7,8,,Unknown,,
112,2024-11-13 21:35:17,2024-11-13 21:40:47,IP Address,178.197.215.201,100,330,True,2024-11-13 21:40:48.436000,R_82yilL6VxKPRi7x,,,,,47.5592,8.8959,anonymous,EN,Asia,,Female,50,PhD,,"Sciences (Biology, Chemistry, Physics)",,Atheists,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I am in a high-risk group.",,immediatly,5,,,Somewhat disagree,Strongly willing,1,5,6,2,7,4,3,8,,Unknown,,
113,2024-11-08 06:42:37,2024-11-08 06:44:08,IP Address,16.63.149.178,64,91,False,2024-11-15 06:44:12.879000,R_21Mcdbs4y40pwdw,,,,,,,anonymous,EN,Asia,,Female,21,Bachelor's Degree,,Other,Law,,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna)",No,Moderately important,It depends on the vaccine,3,Never tested positive,"No, not vaccinated",,,,,,,,,,,,,,,,,,Unknown,,
114,2024-11-15 12:43:27,2024-11-15 12:49:58,IP Address,85.2.109.20,100,391,True,2024-11-15 12:49:59.554000,R_8kqx2jTQbUbf1PX,,,,,47.3823,8.5397,anonymous,EN,Europe,,Male,54,PhD,,"Sciences (Biology, Chemistry, Physics)",,Christianity,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",3,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.",,immediatly,4,,,Somewhat agree,Somewhat willing,1,3,5,2,4,6,7,8,,Unknown,,
115,2024-11-18 10:30:28,2024-11-18 10:36:47,IP Address,178.197.219.87,100,378,True,2024-11-18 10:36:47.740000,R_8RjSQTvSZ88xwPp,,,,,47.3857,8.5348,anonymous,EN,South America,,Female,39,Master's Degree,,Engineering/Technology,,,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Very important,Definitely yes,4,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).,other",Preventing to have serious consequences when getting the ilness,immediatly,3,,,Strongly disagree,Strongly willing,2,3,6,4,7,1,5,8,,Unknown,,
116,2024-11-18 11:13:53,2024-11-18 11:18:06,IP Address,31.10.146.200,100,252,True,2024-11-18 11:18:07.088000,R_8uf0LIN6Th5ZENb,,,,,47.4095,8.5514,anonymous,EN,Europe,,Male,40,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson),Inactivated virus (e.g., Sinovac, Sinopharm)",Yes,Moderately important,It depends on the vaccine,2,"yes, positive without vaccination","No, not vaccinated",,,,,"Concerns about how quickly the vaccine was developed.,Concerns about potential side effects.,I wanted to wait for more research on long-term effects.",,Strongly agree,Neither willing nor unwilling,2,3,5,4,1,6,7,8,,Unknown,,
117,2024-11-18 12:48:45,2024-11-18 13:04:44,IP Address,178.197.203.69,100,958,True,2024-11-18 13:04:46.637000,R_8tcanPhg8rM7WCn,,,,,46.9948,7.4514,anonymous,EN,Europe,,Male,37,Master's Degree,,Engineering/Technology,,Christianity,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Very important,It depends on the vaccine,5,Never tested positive,"No, not vaccinated",,,,,"Concerns about how quickly the vaccine was developed.,Concerns about potential side effects.,I did not feel I was at high risk of severe illness from COVID-19.,I wanted to wait for more research on long-term effects.",,Strongly agree,Strongly unwilling,3,4,7,1,2,6,5,8,,Unknown,,
118,2024-11-18 14:56:52,2024-11-18 15:00:39,IP Address,85.6.194.39,100,226,True,2024-11-18 15:00:40.503000,R_2b1oBc77IWaAlhe,,,,,47.3682,8.5671,anonymous,EN,Europe,,Male,33,Master's Degree,,Engineering/Technology,,Christianity,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna)",Yes,Extremely important,"Yes, I believe they are generally safe",5,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,It was recommended by health professionals.",,after a while,1,,,Strongly agree,Somewhat willing,1,4,7,2,5,6,3,8,,Unknown,,
119,2024-11-09 08:41:25,2024-11-12 03:02:39,IP Address,194.230.148.188,80,238873,False,2024-11-19 03:02:41.257000,R_8PUjrxND885JeHt,,,,,,,anonymous,EN,Asia,,Female,24,Master's Degree,,Business/Finance,,,,Urban / City,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna)",No,Moderately important,It depends on the vaccine,2,"yes, positive after vaccination","Yes, fully vaccinated","I was required to by authorities (e.g., parents, government, employer).",,after a while,3,,,,,,,,,,,,,,Unknown,,
120,2024-11-20 10:49:09,2024-11-20 10:51:21,IP Address,83.78.24.63,100,132,True,2024-11-20 10:51:22.415000,R_22oe7gVzG5clOhP,,,,,47.3604,8.5388,anonymous,EN,South America,,Female,21,Bachelor's Degree,,"Sciences (Biology, Chemistry, Physics)",,,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson),Inactivated virus (e.g., Sinovac, Sinopharm)",No,Slightly important,It depends on the vaccine,1,Never tested positive,"No, not vaccinated",,,,,"Concerns about how quickly the vaccine was developed.,Concerns about potential side effects.,Low trust in pharmaceutical companies or government officials.,I did not feel I was at high risk of severe illness from COVID-19.,I wanted to wait for more research on long-term effects.,Doubts about the vaccine’s effectiveness.",,Strongly agree,Strongly unwilling,3,4,5,2,1,6,7,8,,Unknown,,
121,2024-11-20 10:48:31,2024-11-20 10:51:30,IP Address,195.176.112.148,100,178,True,2024-11-20 10:51:30.477000,R_2CZXtqe4RvoC4lv,,,,,47.3976,8.5442,anonymous,EN,Asia,,Female,22,Master's Degree,,Engineering/Technology,,,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Not sure",No,Extremely important,It depends on the vaccine,2,Never tested positive,"Yes, fully vaccinated","I wanted to return to normal activities.,I wanted to be able to travel.",,after a while,1,,,Strongly agree,Strongly unwilling,2,4,5,1,3,6,8,7,,Unknown,,
122,2024-11-20 11:17:14,2024-11-20 11:22:13,IP Address,212.23.215.193,100,298,True,2024-11-20 11:22:14.385000,R_2IioQN03dJPCKPD,,,,,50.0971,8.5952,anonymous,EN,Europe,,Male,25,Master's Degree,,Engineering/Technology,,Atheists,,Suburban / Town,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,It depends on the vaccine,2,"yes, positive after vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,Most people around me were getting vaccinated.,I live with or regularly interact with people in high-risk groups.,I wanted to be able to travel.",,after a while,3,,,Somewhat agree,Somewhat unwilling,2,4,5,3,1,8,7,6,,Unknown,,
123,2024-11-20 11:20:28,2024-11-20 11:22:53,IP Address,195.176.112.163,100,144,True,2024-11-20 11:22:53.652000,R_2ETjEsDFDoewv5r,,,,,47.3976,8.5442,anonymous,EN,Asia,,Male,23,Master's Degree,,Engineering/Technology,,,,Urban / City,Asia,"mRNA (e.g., Pfizer, Moderna),Inactivated virus (e.g., Sinovac, Sinopharm)",No,Very important,It depends on the vaccine,3,"yes, positive without vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to be able to travel.",,immediatly,5,,,Somewhat agree,Neither willing nor unwilling,1,2,3,4,7,5,6,8,,Unknown,,
124,2024-11-20 11:20:54,2024-11-20 11:25:28,IP Address,98.97.143.98,100,273,True,2024-11-20 11:25:28.742000,R_17CCBtJQSTn4up4,,,,,34.0544,-118.2441,anonymous,EN,Europe,,Male,29,Master's Degree,,Engineering/Technology,,Buddihism,,Urban / City,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",Yes,Extremely important,Definitely yes,4,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I am in a high-risk group.",,immediatly,4,,,Strongly disagree,Strongly willing,1,3,2,7,4,5,6,8,,Unknown,,
125,2024-11-20 11:34:33,2024-11-20 11:39:33,IP Address,109.40.179.36,100,300,True,2024-11-20 11:39:33.734000,R_8QRIr42PdPotl4l,,,,,51.2993,9.491,anonymous,EN,Europe,,Female,24,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,,,Urban / City,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",5,"yes, positive before vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,It was recommended by health professionals.,I wanted to be able to travel.",,after a while,4,,,Somewhat disagree,Somewhat willing,2,4,8,3,1,6,5,7,,Unknown,,
126,2024-11-20 12:34:36,2024-11-20 12:37:08,IP Address,68.65.164.9,100,151,True,2024-11-20 12:37:08.692000,R_7Z6KFHn7HCz8mw9,,,,,37.413,-122.1748,anonymous,EN,Europe,,Male,25,Master's Degree,,Engineering/Technology,,,,Suburban / Town,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",5,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,5,,,Somewhat agree,Strongly willing,2,8,7,3,4,5,1,6,,Unknown,,
127,2024-11-20 13:22:52,2024-11-20 13:26:00,IP Address,77.53.56.64,100,187,True,2024-11-20 13:26:00.636000,R_2uPyDDvTiKztG9Z,,,,,59.3247,18.056,anonymous,EN,Europe,,Male,24,Master's Degree,,Engineering/Technology,,Christianity,,Suburban / Town,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",3,"yes, positive before vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.",,immediatly,4,,,Somewhat disagree,Strongly willing,1,3,4,5,6,2,7,8,,Unknown,,
128,2024-11-20 13:35:27,2024-11-20 13:45:19,IP Address,31.10.148.147,100,591,True,2024-11-20 13:45:19.936000,R_2oF4ZJBEkm35Vln,,,,,47.3861,8.6926,anonymous,EN,Europe,,Male,24,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Christianity,,Urban / City,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Very important,"Yes, I believe they are generally safe",1,"yes, positive without vaccination","No, not vaccinated",,,,,"Concerns about how quickly the vaccine was developed.,Concerns about potential side effects.,Low trust in pharmaceutical companies or government officials.,I did not feel I was at high risk of severe illness from COVID-19.,Doubts about the vaccine’s effectiveness.",,Strongly agree,Strongly unwilling,4,8,1,3,2,7,5,6,"I think the question about whether the person has ever contracted the virus is not well designed. First, I think it should have the option for multiple answers, because I have several relatives who contracted the virus both prior and post vaccination. Second, I think the option for never contracted the virus should be made analagous to the one for contracted the virus. I mean that there should be again two options (just like contracted), one for never contracted + vaccinated and one for never contracted + non-vaccinated.",Unknown,,
129,2024-11-20 14:34:31,2024-11-20 14:37:13,IP Address,178.114.94.225,100,161,True,2024-11-20 14:37:14.048000,R_2dogrOxBX0VZBRM,,,,,47.0267,15.5308,anonymous,EN,Europe,,Female,23,Master's Degree,,Engineering/Technology,,Christianity,,Suburban / Town,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",4,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.,Most people around me were getting vaccinated.,I live with or regularly interact with people in high-risk groups.,It was recommended by health professionals.,I wanted to be able to travel.,I was required to by authorities (e.g., parents, government, employer).",,immediatly,3,,,Somewhat disagree,Strongly willing,2,1,5,3,6,4,7,8,,Unknown,,
130,2024-11-20 14:36:31,2024-11-20 14:41:14,IP Address,31.10.157.22,100,283,True,2024-11-20 14:41:15.256000,R_2IQxaqMCKNcrhPw,,,,,47.3682,8.5671,anonymous,EN,Europe,,Male,26,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Christianity,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",Yes,Very important,"Yes, I believe they are generally safe",4,"yes, positive before vaccination","Yes, fully vaccinated","I wanted to return to normal activities.,Most people around me were getting vaccinated.,I wanted to be able to travel.",,immediatly,3,,,Somewhat agree,Somewhat willing,1,3,6,7,2,4,5,8,,Unknown,,
131,2024-11-20 14:57:59,2024-11-20 15:01:30,IP Address,194.191.248.57,100,210,True,2024-11-20 15:01:33.910000,R_8IzAoVS1yLuOS1b,,,,,47.1685,8.5035,anonymous,EN,Europe,,Female,29,PhD,,"Sciences (Biology, Chemistry, Physics)",,,,Rural / Countryside,Europe(except Switzerland),"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",Yes,Extremely important,"Yes, I believe they are generally safe",4,Never tested positive,"Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.",,immediatly,4,,,Somewhat disagree,Strongly willing,1,5,6,2,3,7,4,8,,Unknown,,
132,2024-11-20 10:57:54,2024-11-21 01:45:36,IP Address,195.176.112.105,100,53262,True,2024-11-21 01:45:37.416000,R_2HGHTpxx47IhkkU,,,,,47.3976,8.5442,anonymous,EN,Europe,,Female,21,Master's Degree,,"Sciences (Biology, Chemistry, Physics)",,Christianity,,Suburban / Town,Switzerland,"mRNA (e.g., Pfizer, Moderna)",No,Very important,"Yes, I believe they are generally safe",2,Never tested positive,"Yes, fully vaccinated","I live with or regularly interact with people in high-risk groups.,I wanted to be able to travel.",,after a while,4,,,Neither agree nor disagree,Somewhat unwilling,2,8,5,3,4,6,7,1,,Unknown,,
133,2024-11-21 16:48:37,2024-11-21 16:51:09,IP Address,213.55.242.46,100,151,True,2024-11-21 16:51:09.803000,R_2mkHij1LMWjZ8cb,,,,,47.3857,8.5348,anonymous,EN,North America,,Female,24,Master's Degree,,"Social Sciences (Psychology, Sociology)",,Islam,,Urban / City,North America,"mRNA (e.g., Pfizer, Moderna)",No,Extremely important,"Yes, I believe they are generally safe",2,"yes, positive after vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,Most people around me were getting vaccinated.,It was recommended by health professionals.,I was required to by authorities (e.g., parents, government, employer).",,after a while,5,,,Somewhat agree,Somewhat willing,2,5,4,1,3,6,7,8,,Unknown,,
134,2024-11-22 11:19:17,2024-11-22 11:22:51,IP Address,178.197.219.0,100,214,True,2024-11-22 11:22:52.471000,R_8cvgM7u0vYlO6R7,,,,,47.3804,8.5412,anonymous,EN,Europe,,Male,31,Master's Degree,,Engineering/Technology,,Christianity,,Rural / Countryside,Switzerland,"mRNA (e.g., Pfizer, Moderna),Viral vector (e.g., AstraZeneca, Johnson & Johnson)",No,Extremely important,Definitely yes,4,"yes, positive before vaccination","Yes, fully vaccinated","I believed the vaccine would be effective in preventing illness.,I wanted to return to normal activities.",,immediatly,5,,,Somewhat disagree,Strongly willing,1,2,7,3,8,6,4,5,nice,Unknown,,
