,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_8_TEXT,Q2,Q3,Q4,Q4_6_TEXT,Q5,Q5_7_TEXT,Q6,Q6_6_TEXT,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_9_TEXT,Q17,Q18,Q19,Q19_12_TEXT,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Any Questions? ,Q3 - Topics,Q3 - Parent Topics,Q3 - Topic Hierarchy Level 1,Q9_fac
66,2024-11-06 08:01:25,2024-11-06 08:04:14,0,223.73.31.23,100,169,1,2024-11-06 08:04:15.592000,R_4BK87wqroUnTErL,,,,,23.0177,113.7506,anonymous,EN,2,,2,24,4,,4,,7,,1,3,4,2,4,3,3,4,1,1,,1,3,,,3,3,2,6,1,3,7,4,5,8,,Unknown,,,2
67,2024-11-06 08:01:49,2024-11-06 08:05:35,0,192.41.132.220,100,225,1,2024-11-06 08:05:35.783000,R_2JWT9of2LgXC8nc,,,,,47.3804,8.5412,anonymous,EN,3,,1,22,4,,4,,9,,1,4,"1,2",2,5,1,2,5,3,,,,,"1,2,4,5,8",,4,2,1,4,3,5,2,6,7,8,"I think it was a bit to give an accurate ranking when having to rank the different things that could boost my willingness to take the vaccine, so I think my ranking might be a bit inaccurate just by the sheer amount of option.s",Unknown,,,5
68,2024-11-06 07:26:03,2024-11-06 08:09:09,0,195.176.113.222,100,2586,1,2024-11-06 08:09:10.263000,R_2M0tdpkmyHkLojb,,,,,47.3857,8.5348,anonymous,EN,3,,2,38,4,,2,,1,,2,9,"1,2",2,5,1,5,4,1,"1,7",,1,4,,,1,5,3,1,4,7,5,8,2,6,,Unknown,,,5
69,2024-11-06 08:10:46,2024-11-06 08:18:00,0,194.230.148.63,100,434,1,2024-11-06 08:18:01.583000,R_84u7wQgnagnZSF2,,,,,47.4243,8.5318,anonymous,EN,2,,1,24,4,,4,,9,,1,3,"3,4",2,5,1,3,4,1,"1,2,3,7,8",,2,3,,,2,4,1,2,6,4,5,3,7,8,,Unknown,,,10
70,2024-11-06 08:22:12,2024-11-06 08:30:58,0,89.206.81.216,100,526,1,2024-11-06 08:30:58.959000,R_8OU3vAHdVKCr7Ok,,,,,47.3976,8.5442,anonymous,EN,2,,2,28,5,,1,,9,,2,3,4,2,4,3,3,4,1,"1,2,3,7,8",,1,3,,,2,4,2,4,3,5,1,6,7,8,,Unknown,,,2
71,2024-11-06 08:33:35,2024-11-06 08:38:42,0,195.176.112.126,100,306,1,2024-11-06 08:38:42.745000,R_2fIbOb8Be7RUIK6,,,,,47.3989,8.4965,anonymous,EN,2,,2,23,4,,1,,9,,1,3,1,2,4,3,3,4,1,6,,2,3,,,2,4,1,6,7,3,4,5,2,8,,Unknown,,,0
72,2024-11-06 08:51:18,2024-11-06 08:56:01,0,194.230.160.53,100,283,1,2024-11-06 08:56:03.099000,R_2sVmZ2uoRCENVlv,,,,,47.5421,7.5962,anonymous,EN,2,,2,42,4,,1,,1,,3,9,1,1,4,1,3,4,1,1,,2,4,,,4,4,1,2,3,4,5,6,7,8,could you please let.me know the outcome?,Unknown,,,0
73,2024-11-06 09:18:18,2024-11-06 09:21:01,0,178.197.218.228,100,163,1,2024-11-06 09:21:02.232000,R_2fH8W4eqNSRaJB5,,,,,47.3952,8.4925,anonymous,EN,3,,2,32,4,,4,,9,,3,9,1,2,5,5,3,4,1,"2,7",,2,3,,,2,4,4,5,1,6,2,3,7,8,,Unknown,,,0
74,2024-11-06 09:26:55,2024-11-06 09:31:14,0,213.55.185.88,100,259,1,2024-11-06 09:31:16.139000,R_2EPSqergIJtmwdy,,,,,47.4095,8.5514,anonymous,EN,3,,1,21,3,,4,,9,,2,9,1,1,4,1,3,2,1,"2,7",,2,3,,,4,4,2,4,8,6,1,3,5,7,,Unknown,,,0
75,2024-11-06 08:53:00,2024-11-06 09:41:36,0,120.244.186.26,100,2916,1,2024-11-06 09:41:37.307000,R_4DTAIi2yds8iqDp,,,,,39.1087,116.3928,anonymous,EN,2,,1,34,5,,4,,4,,3,3,3,2,2,1,5,5,3,,,,,2,,3,3,1,5,2,3,4,7,6,8,,Unknown,,,4
76,2024-11-06 09:44:47,2024-11-06 09:49:57,0,213.55.241.72,100,310,1,2024-11-06 09:49:57.923000,R_2dR4AzzP0Nh7cFA,,,,,47.3952,8.4925,anonymous,EN,3,,1,29,4,,2,,1,,3,9,"1,2",2,5,5,4,2,1,"1,6",,2,4,,,2,5,1,5,8,6,4,3,2,7,,Unknown,,,5
77,2024-11-06 09:52:20,2024-11-06 09:57:51,0,62.12.167.67,100,330,1,2024-11-06 09:57:53.236000,R_2ghyIr0vGUTgFZM,,,,,47.3712,8.4789,anonymous,EN,2,,1,23,4,,2,,9,,2,3,4,1,5,3,4,4,1,"1,2,3,6,8",,2,5,,,3,4,4,3,7,1,2,5,6,8,,Unknown,,,2
78,2024-11-06 10:13:52,2024-11-06 10:17:48,0,185.194.185.8,100,236,1,2024-11-06 10:17:49.131000,R_8LdLqGzJf3M2XtY,,,,,46.9786,7.4483,anonymous,EN,2,,1,20,3,,3,,9,,2,3,1,2,4,1,2,4,2,"1,7,8",,2,3,,,3,4,6,2,3,8,4,1,7,5,,Unknown,,,0
79,2024-11-06 10:31:24,2024-11-06 10:33:20,0,117.139.157.22,100,115,1,2024-11-06 10:33:20.976000,R_47EEYO5A416vPpd,,,,,34.7732,113.722,anonymous,EN,2,,2,26,4,,4,,9,,2,9,2,2,4,1,1,1,1,"3,6",,2,4,,,3,4,1,2,3,4,5,6,7,8,,Unknown,,,3
80,2024-11-06 11:51:08,2024-11-06 12:42:19,0,172.225.228.41,100,3071,1,2024-11-06 12:42:20.605000,R_2J6hSwv22dLljO1,,,,,47.3682,8.5671,anonymous,EN,2,,1,37,4,,4,,9,,2,9,1,2,5,1,4,1,1,1,,1,5,,,2,3,2,3,4,1,7,6,5,8,,Unknown,,,0
81,2024-11-06 12:59:59,2024-11-06 13:02:41,0,62.12.168.70,100,162,1,2024-11-06 13:02:42.398000,R_8a8pJQoiHdWJIcC,,,,,47.3503,8.5561,anonymous,EN,2,,1,26,3,,5,,4,,1,3,1,1,5,1,5,2,1,5,,2,4,,,4,4,2,4,1,5,3,6,7,8,,Unknown,,,0
82,2024-11-06 13:42:03,2024-11-06 13:46:25,0,84.74.66.244,100,262,1,2024-11-06 13:46:25.979000,R_8csmT0ezSynnuDL,,,,,47.3838,8.1787,anonymous,EN,2,,2,19,3,,5,,9,,1,9,1,2,5,1,2,4,1,"1,3,6,7",,2,3,,,3,2,4,7,6,5,3,1,2,8,,Unknown,,,0
83,2024-11-06 13:43:42,2024-11-06 13:49:25,0,194.230.148.118,100,342,1,2024-11-06 13:49:25.847000,R_2qXbu7NYhEuTytg,,,,,47.4243,8.5318,anonymous,EN,2,,1,23,4,,4,,9,,1,3,3,2,4,1,2,4,1,8,,2,4,,,3,2,1,8,3,5,2,6,4,7,People might not have the patience to do that ranking problem seriously ,Unknown,,,4
84,2024-11-06 14:05:45,2024-11-06 14:09:29,0,31.10.147.207,100,223,1,2024-11-06 14:09:29.664000,R_2RalrNkiZ4bjHwt,,,,,47.3682,8.5671,anonymous,EN,3,,1,28,2,,2,,9,,3,9,1,2,5,1,3,2,1,1,,2,4,,,2,4,1,4,8,5,6,3,2,7,,Unknown,,,0
85,2024-11-06 14:18:21,2024-11-06 14:34:24,0,194.230.144.201,100,962,1,2024-11-06 14:34:24.711000,R_8wkezdcBqyZEXm1,,,,,47.4554,8.3296,anonymous,EN,3,,1,36,4,,4,,5,,2,9,"1,2,3",2,3,3,4,5,3,,,,,"1,2,3,4,5,8",,5,1,4,5,2,3,1,6,7,8,"Turns out everybody not taking the vaccine was right. So many dirty things leaking to the public regularly, but the msm mostly ignoring it. Never gonna have trust again in msm, governments, and pharma after the amount of discrimination and pain I endured for insisting in my human rights. Everything the said about ""us"" turned out to be wrong and every argument why one should take the shot turned out to be wrong. Can't believe so many still believe these *****.",Unknown,,,7
86,2024-11-06 18:05:17,2024-11-06 18:09:52,0,140.207.172.246,100,274,1,2024-11-06 18:09:53.969000,R_4yfqxYKbHLnd6hd,,,,,31.2222,121.4581,anonymous,EN,2,,2,24,4,,5,,9,,1,3,4,2,4,1,2,4,1,"1,2,6,7,8",,2,3,,,4,4,3,1,4,5,2,6,7,8,,Unknown,,,2
87,2024-11-06 18:15:18,2024-11-06 18:21:35,0,107.151.158.14,100,377,1,2024-11-06 18:21:36.133000,R_5IMdlbRdIWF9RLT,,,,,34.0544,-118.2441,anonymous,EN,2,,1,22,3,,4,,9,,2,3,3,2,2,1,2,4,1,"1,3,6",,2,3,,,3,4,3,5,2,4,1,6,7,8,,Unknown,,,4
88,2024-11-06 18:20:31,2024-11-06 18:23:50,0,183.173.22.212,100,198,1,2024-11-06 18:23:50.728000,R_4QhDVlCOxgPRytX,,,,,39.911,116.395,anonymous,EN,2,,2,26,5,,4,,9,,1,3,3,2,3,3,2,4,1,"1,8",,1,5,,,4,3,1,7,6,2,4,3,5,8,,Unknown,,,4
89,2024-11-06 18:51:49,2024-11-06 18:57:29,0,183.173.58.179,100,339,1,2024-11-06 18:57:30.245000,R_4Wu7FxJ0FKptFuf,,,,,39.911,116.395,anonymous,EN,2,,1,18,3,,4,,9,,2,3,1,2,5,3,2,4,1,"1,3,6,8",,2,4,,,1,5,7,1,5,3,4,6,2,8,none,Unknown,,,0
90,2024-11-07 00:39:46,2024-11-07 00:44:16,0,195.176.113.3,100,270,1,2024-11-07 00:44:17.186000,R_2erV41GQPzTzowC,,,,,47.3857,8.5348,anonymous,EN,3,,1,20,1,,4,,1,,1,9,1,2,4,1,2,2,1,"1,2,6,7",,1,4,,,3,4,4,1,2,7,6,5,3,8,,Unknown,,,0
91,2024-11-07 02:55:43,2024-11-07 03:07:00,0,194.230.148.37,100,676,1,2024-11-07 03:07:01.691000,R_81mZMxT2dWoZuWI,,,,,47.4243,8.5318,anonymous,EN,2,,2,23,4,,4,,9,,1,3,4,2,5,3,4,4,2,8,,2,2,,,4,3,1,6,3,7,2,5,4,8,,Unknown,,,2
92,2024-11-01 05:20:23,2024-11-01 05:24:35,0,192.41.132.98,92,252,0,2024-11-08 04:24:36.894000,R_2EWdJd5oMa9zesc,,,,,,,anonymous,EN,2,,2,50,5,,2,,5,,1,4,1,2,4,1,4,1,3,,,,,4,,2,5,2,1,3,4,5,6,7,8,,Unknown,,,0
93,2024-11-08 10:54:24,2024-11-08 10:58:28,0,84.73.192.69,100,244,1,2024-11-08 10:58:29.067000,R_2eXx3WEjiGhglz1,,,,,47.2508,8.6869,anonymous,EN,3,,1,31,4,,4,,1,,2,9,"1,2",2,5,1,4,5,3,,,,,"5,7",,4,2,4,7,1,5,2,6,3,8,,Unknown,,,5
94,2024-11-08 22:37:31,2024-11-08 22:44:46,0,194.230.147.123,100,435,1,2024-11-08 22:44:47.237000,R_8qqJ41RLjNILcUo,,,,,46.9533,7.3824,anonymous,EN,3,,2,30,4,,4,,1,,2,9,1,2,4,4,3,4,1,2,,2,3,,,4,2,1,4,6,2,3,5,8,7,,Unknown,,,0
95,2024-11-09 13:20:00,2024-11-09 13:26:49,0,194.230.161.26,100,409,1,2024-11-09 13:26:50.272000,R_21vQJY90srHGiCl,,,,,47.4907,8.7388,anonymous,EN,2,,2,41,4,,4,,5,,3,9,1,2,4,1,3,2,1,"1,2,7",,2,3,,,3,5,1,6,7,4,5,3,2,8,,Unknown,,,0
96,2024-11-06 05:30:15,2024-11-06 05:32:00,0,195.176.112.79,64,104,0,2024-11-13 05:32:03.197000,R_2yrd4c9nIoCjCh8,,,,,,,anonymous,EN,3,,2,31,1,,2,,1,,2,9,"1,4",2,4,1,3,2,1,,,,,,,,,,,,,,,,,,Unknown,,,6
97,2024-11-06 05:52:43,2024-11-06 05:55:06,0,195.176.112.146,92,143,0,2024-11-13 05:55:07.047000,R_8QCkfzPiPydieaJ,,,,,,,anonymous,EN,2,,1,22,4,,5,,4,,1,3,4,2,4,1,2,4,1,"1,6,8",,1,4,,,3,4,2,3,4,6,5,1,7,8,,Unknown,,,2
98,2024-11-06 05:55:45,2024-11-06 05:57:14,0,176.2.128.30,44,89,0,2024-11-13 05:57:17.825000,R_2xGiC1ELxGMbOO2,,,,,,,anonymous,EN,2,,1,24,3,,2,,5,,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,0
99,2024-11-06 06:14:21,2024-11-06 06:16:00,0,194.230.148.20,44,98,0,2024-11-13 06:16:01.157000,R_8Yll1oYCdUuSSQ5,,,,,,,anonymous,EN,2,,2,25,4,,5,,6,no,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,0
100,2024-11-06 06:19:23,2024-11-06 06:21:17,0,36.112.176.83,44,113,0,2024-11-13 06:21:17.949000,R_2WaqSvgeG3Pexpv,,,,,,,anonymous,EN,2,,2,24,3,,4,,7,,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,4
101,2024-11-06 06:39:15,2024-11-06 06:41:39,0,82.150.96.2,64,143,0,2024-11-13 06:41:40.307000,R_2oKNekcgFepnqbD,,,,,,,anonymous,EN,2,,2,31,5,,4,,6,Irreligion,1,9,1,2,4,1,2,2,1,,,,,,,,,,,,,,,,,,Unknown,,,0
102,2024-11-06 06:49:38,2024-11-06 06:55:22,0,195.176.112.144,92,343,0,2024-11-13 06:55:29.147000,R_2XaghPsZ7dBcekj,,,,,,,anonymous,EN,3,,1,23,3,,2,,5,,2,9,"1,2,4",2,4,1,4,3,1,"1,2,3,5,6,7,8",,1,3,,,2,5,1,2,3,5,6,7,8,4,,Unknown,,,11
103,2024-11-06 07:21:33,2024-11-06 07:22:56,0,223.104.38.146,44,82,0,2024-11-13 07:22:59.112000,R_4mWMZTMgs3u9SQb,,,,,,,anonymous,EN,2,,2,24,3,,3,,9,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,2
104,2024-11-06 07:30:50,2024-11-06 07:33:05,0,183.172.159.36,80,135,0,2024-11-13 07:33:09.388000,R_4TyHAoIiPAkA0wE,,,,,,,anonymous,EN,2,,2,21,2,,6,,9,,1,3,4,2,5,3,3,4,3,,,,,,,,,,,,,,,,,,Unknown,,,2
105,2024-11-06 07:53:45,2024-11-06 07:54:53,0,46.126.19.40,44,67,0,2024-11-13 07:54:57.617000,R_2nBoJZ760TUTbcz,,,,,,,anonymous,EN,2,,1,38,4,,4,,9,,1,9,1,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,0
106,2024-11-06 07:51:35,2024-11-06 07:56:17,0,194.230.160.42,92,281,0,2024-11-13 07:56:18.085000,R_8f6xmhy07kn7rYL,,,,,,,anonymous,EN,3,,1,21,3,,2,,1,,2,9,4,2,2,1,3,4,1,2,,1,3,,,3,4,1,2,8,6,5,4,3,7,,Unknown,,,2
107,2024-11-06 08:21:36,2024-11-06 08:22:42,0,46.126.192.135,44,66,0,2024-11-13 08:22:43.706000,R_2XjGlPcqm3C7rWk,,,,,,,anonymous,EN,2,,1,24,4,,4,,9,,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,0
108,2024-11-06 08:41:59,2024-11-06 08:43:50,0,31.164.77.161,64,111,0,2024-11-13 08:43:53.121000,R_237WCjeeUO3MTRu,,,,,,,anonymous,EN,2,,2,24,3,,2,,9,,1,3,1,2,4,4,4,1,1,,,,,,,,,,,,,,,,,,Unknown,,,0
109,2024-11-06 09:25:38,2024-11-06 09:28:17,0,139.162.58.152,64,158,0,2024-11-13 09:28:18.025000,R_4mn1Qpbj8NyCqgr,,,,,,,anonymous,EN,2,,2,24,3,,5,,9,,1,3,3,2,3,3,3,4,1,,,,,,,,,,,,,,,,,,Unknown,,,4
110,2024-11-06 11:20:58,2024-11-06 11:22:52,0,101.5.176.154,44,113,0,2024-11-13 11:22:57.858000,R_4p3BLMWWqXBYo2L,,,,,,,anonymous,EN,8,,1,24,4,,4,,9,,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,2
111,2024-11-06 15:46:57,2024-11-06 15:51:39,0,62.12.131.38,92,281,0,2024-11-13 15:51:43.192000,R_85WstA62CcIefmd,,,,,,,anonymous,EN,2,,1,24,3,,3,,4,,1,3,5,1,3,4,5,5,3,,,,,"2,7,8",,4,1,1,6,3,2,4,5,7,8,,Unknown,,,9
112,2024-11-13 21:35:17,2024-11-13 21:40:47,0,178.197.215.201,100,330,1,2024-11-13 21:40:48.436000,R_82yilL6VxKPRi7x,,,,,47.5592,8.8959,anonymous,EN,2,,2,50,5,,2,,5,,1,9,1,2,5,1,4,4,1,"1,4",,1,5,,,2,5,1,5,6,2,7,4,3,8,,Unknown,,,0
113,2024-11-08 06:42:37,2024-11-08 06:44:08,0,16.63.149.178,64,91,0,2024-11-15 06:44:12.879000,R_21Mcdbs4y40pwdw,,,,,,,anonymous,EN,2,,2,21,3,,7,Law,9,,1,3,1,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,Unknown,,,0
114,2024-11-15 12:43:27,2024-11-15 12:49:58,0,85.2.109.20,100,391,1,2024-11-15 12:49:59.554000,R_8kqx2jTQbUbf1PX,,,,,47.3823,8.5397,anonymous,EN,3,,1,54,5,,2,,1,,2,9,"1,2",2,4,1,3,4,1,"1,5,6",,1,4,,,4,4,1,3,5,2,4,6,7,8,,Unknown,,,5
115,2024-11-18 10:30:28,2024-11-18 10:36:47,0,178.197.219.87,100,378,1,2024-11-18 10:36:47.740000,R_8RjSQTvSZ88xwPp,,,,,47.3857,8.5348,anonymous,EN,5,,2,39,4,,4,,9,,1,9,1,2,4,5,4,4,1,"7,8,9",Preventing to have serious consequences when getting the ilness,1,3,,,1,5,2,3,6,4,7,1,5,8,,Unknown,,,0
116,2024-11-18 11:13:53,2024-11-18 11:18:06,0,31.10.146.200,100,252,1,2024-11-18 11:18:07.088000,R_8uf0LIN6Th5ZENb,,,,,47.4095,8.5514,anonymous,EN,3,,1,40,4,,2,,9,,1,9,"1,2,3",1,3,3,2,5,3,,,,,"1,2,5",,5,3,2,3,5,4,1,6,7,8,,Unknown,,,7
117,2024-11-18 12:48:45,2024-11-18 13:04:44,0,178.197.203.69,100,958,1,2024-11-18 13:04:46.637000,R_8tcanPhg8rM7WCn,,,,,46.9948,7.4514,anonymous,EN,3,,1,37,4,,4,,1,,2,9,1,2,4,3,5,2,3,,,,,"1,2,4,5",,5,1,3,4,7,1,2,6,5,8,,Unknown,,,0
118,2024-11-18 14:56:52,2024-11-18 15:00:39,0,85.6.194.39,100,226,1,2024-11-18 15:00:40.503000,R_2b1oBc77IWaAlhe,,,,,47.3682,8.5671,anonymous,EN,3,,1,33,4,,4,,1,,1,9,1,1,5,1,5,4,1,"1,2,6",,2,1,,,5,4,1,4,7,2,5,6,3,8,,Unknown,,,0
119,2024-11-09 08:41:25,2024-11-12 03:02:39,0,194.230.148.188,80,238873,0,2024-11-19 03:02:41.257000,R_8PUjrxND885JeHt,,,,,,,anonymous,EN,2,,2,24,4,,5,,9,,1,4,1,2,3,3,2,4,1,8,,2,3,,,,,,,,,,,,,,Unknown,,,0
120,2024-11-20 10:49:09,2024-11-20 10:51:21,0,83.78.24.63,100,132,1,2024-11-20 10:51:22.415000,R_22oe7gVzG5clOhP,,,,,47.3604,8.5388,anonymous,EN,5,,2,21,3,,2,,9,,2,9,"1,2,3",2,2,3,1,2,3,,,,,"1,2,3,4,5,8",,5,1,3,4,5,2,1,6,7,8,,Unknown,,,7
121,2024-11-20 10:48:31,2024-11-20 10:51:30,0,195.176.112.148,100,178,1,2024-11-20 10:51:30.477000,R_2CZXtqe4RvoC4lv,,,,,47.3976,8.5442,anonymous,EN,2,,2,22,4,,4,,9,,2,9,"1,4",2,5,3,2,2,1,"2,7",,2,1,,,5,1,2,4,5,1,3,6,8,7,,Unknown,,,6
122,2024-11-20 11:17:14,2024-11-20 11:22:13,0,212.23.215.193,100,298,1,2024-11-20 11:22:14.385000,R_2IioQN03dJPCKPD,,,,,50.0971,8.5952,anonymous,EN,3,,1,25,4,,4,,5,,2,4,"1,2",2,4,3,2,4,1,"2,3,5,7",,2,3,,,4,2,2,4,5,3,1,8,7,6,,Unknown,,,5
123,2024-11-20 11:20:28,2024-11-20 11:22:53,0,195.176.112.163,100,144,1,2024-11-20 11:22:53.652000,R_2ETjEsDFDoewv5r,,,,,47.3976,8.5442,anonymous,EN,2,,1,23,4,,4,,9,,1,3,"1,3",2,4,3,3,5,1,"1,7",,1,5,,,4,3,1,2,3,4,7,5,6,8,,Unknown,,,8
124,2024-11-20 11:20:54,2024-11-20 11:25:28,0,98.97.143.98,100,273,1,2024-11-20 11:25:28.742000,R_17CCBtJQSTn4up4,,,,,34.0544,-118.2441,anonymous,EN,3,,1,29,4,,4,,4,,1,9,"1,2",1,5,5,4,2,1,"1,4",,1,4,,,1,5,1,3,2,7,4,5,6,8,,Unknown,,,5
125,2024-11-20 11:34:33,2024-11-20 11:39:33,0,109.40.179.36,100,300,1,2024-11-20 11:39:33.734000,R_8QRIr42PdPotl4l,,,,,51.2993,9.491,anonymous,EN,3,,2,24,4,,2,,9,,1,4,"1,2",2,4,1,5,1,1,"1,2,3,6,7",,2,4,,,2,4,2,4,8,3,1,6,5,7,,Unknown,,,5
126,2024-11-20 12:34:36,2024-11-20 12:37:08,0,68.65.164.9,100,151,1,2024-11-20 12:37:08.692000,R_7Z6KFHn7HCz8mw9,,,,,37.413,-122.1748,anonymous,EN,3,,1,25,4,,4,,9,,2,4,1,2,5,1,5,2,1,"1,2,6,7,8",,1,5,,,4,5,2,8,7,3,4,5,1,6,,Unknown,,,0
127,2024-11-20 13:22:52,2024-11-20 13:26:00,0,77.53.56.64,100,187,1,2024-11-20 13:26:00.636000,R_2uPyDDvTiKztG9Z,,,,,59.3247,18.056,anonymous,EN,3,,1,24,4,,4,,1,,2,4,1,2,5,1,3,1,1,"1,2",,1,4,,,2,5,1,3,4,5,6,2,7,8,,Unknown,,,0
128,2024-11-20 13:35:27,2024-11-20 13:45:19,0,31.10.148.147,100,591,1,2024-11-20 13:45:19.936000,R_2oF4ZJBEkm35Vln,,,,,47.3861,8.6926,anonymous,EN,3,,1,24,4,,2,,1,,1,4,"1,2",2,4,1,1,5,3,,,,,"1,2,3,4,8",,5,1,4,8,1,3,2,7,5,6,"I think the question about whether the person has ever contracted the virus is not well designed. First, I think it should have the option for multiple answers, because I have several relatives who contracted the virus both prior and post vaccination. Second, I think the option for never contracted the virus should be made analagous to the one for contracted the virus. I mean that there should be again two options (just like contracted), one for never contracted + vaccinated and one for never contracted + non-vaccinated.",Unknown,,,5
129,2024-11-20 14:34:31,2024-11-20 14:37:13,0,178.114.94.225,100,161,1,2024-11-20 14:37:14.048000,R_2dogrOxBX0VZBRM,,,,,47.0267,15.5308,anonymous,EN,3,,2,23,4,,4,,1,,2,4,1,2,5,1,4,4,1,"1,2,3,5,6,7,8",,1,3,,,2,5,2,1,5,3,6,4,7,8,,Unknown,,,0
130,2024-11-20 14:36:31,2024-11-20 14:41:14,0,31.10.157.22,100,283,1,2024-11-20 14:41:15.256000,R_2IQxaqMCKNcrhPw,,,,,47.3682,8.5671,anonymous,EN,3,,1,26,4,,2,,1,,2,9,"1,2",1,4,1,4,1,1,"2,3,7",,1,3,,,4,4,1,3,6,7,2,4,5,8,,Unknown,,,5
131,2024-11-20 14:57:59,2024-11-20 15:01:30,0,194.191.248.57,100,210,1,2024-11-20 15:01:33.910000,R_8IzAoVS1yLuOS1b,,,,,47.1685,8.5035,anonymous,EN,3,,2,29,5,,2,,9,,3,4,"1,2",1,5,1,4,2,1,"1,2",,1,4,,,2,5,1,5,6,2,3,7,4,8,,Unknown,,,5
132,2024-11-20 10:57:54,2024-11-21 01:45:36,0,195.176.112.105,100,53262,1,2024-11-21 01:45:37.416000,R_2HGHTpxx47IhkkU,,,,,47.3976,8.5442,anonymous,EN,3,,2,21,4,,2,,1,,2,9,1,2,4,1,2,2,1,"5,7",,2,4,,,3,2,2,8,5,3,4,6,7,1,,Unknown,,,0
133,2024-11-21 16:48:37,2024-11-21 16:51:09,0,213.55.242.46,100,151,1,2024-11-21 16:51:09.803000,R_2mkHij1LMWjZ8cb,,,,,47.3857,8.5348,anonymous,EN,4,,2,24,4,,3,,2,,1,5,1,2,5,1,2,4,1,"1,3,6,8",,2,5,,,4,4,2,5,4,1,3,6,7,8,,Unknown,,,0
134,2024-11-22 11:19:17,2024-11-22 11:22:51,0,178.197.219.0,100,214,1,2024-11-22 11:22:52.471000,R_8cvgM7u0vYlO6R7,,,,,47.3804,8.5412,anonymous,EN,3,,1,31,4,,4,,1,,3,9,"1,2",2,5,5,4,1,1,"1,2",,1,5,,,2,5,1,2,7,3,8,6,4,5,nice,Unknown,,,5
